Unnamed: 0,questions,answer,type
2146,When was Rwanda admitted to the United Nations?,09/18/1962,date
2147,At what date did Rwanda gain entry into the United Nations?,09/18/1962,date
2148,When did Rwanda become a member state of the United Nations?,09/18/1962,date
2149,give me Rwanda’s date of admission (dd/mm/yyyy format) into the UN,09/18/1962,date
2150,When was Rwanda granted UN membership?,09/18/1962,date
2151,At what date did Rwanda secure its place in the United Nations?,09/18/1962,date
2152,When did Rwanda achieve membership status within the United Nations?,09/18/1962,date
2153,At what specific date did Rwanda enter the United Nations?,09/18/1962,date
2154,When did Rwanda become part of the United Nations?,09/18/1962,date
2155,At what date did Rwanda receive membership in the United Nations?,09/18/1962,date
2156,When was Rwanda accepted as a member of the United Nations?,09/18/1962,date
2157,give me the date when Rwanda became a member of the UN,09/18/1962,date
2158,When did Rwanda obtain its United Nations membership?,09/18/1962,date
2159,what was the date when Rwanda acquired membership in the United Nations?,09/18/1962,date
2160,At what date did Saint Kitts and Nevis attain membership in the United Nations?,09/23/1983,date
2161,When was Saint Kitts and Nevis admitted to the United Nations?,09/23/1983,date
2162,At what date did Saint Kitts and Nevis gain entry into the United Nations?,09/23/1983,date
2163,When did Saint Kitts and Nevis become a member state of the United Nations?,09/23/1983,date
2164,give me Saint Kitts and Nevis’s date of admission (dd/mm/yyyy format) into the UN,09/23/1983,date
2165,When was Saint Kitts and Nevis granted UN membership?,09/23/1983,date
2166,At what date did Saint Kitts and Nevis secure its place in the United Nations?,09/23/1983,date
2167,When did Saint Kitts and Nevis achieve membership status within the United Nations?,09/23/1983,date
2168,At what specific date did Saint Kitts and Nevis enter the United Nations?,09/23/1983,date
2169,When did Saint Kitts and Nevis become part of the United Nations?,09/23/1983,date
2170,At what date did Saint Kitts and Nevis receive membership in the United Nations?,09/23/1983,date
2171,When was Saint Kitts and Nevis accepted as a member of the United Nations?,09/23/1983,date
2172,give me the date when Saint Kitts and Nevis became a member of the UN,09/23/1983,date
2173,When did Saint Kitts and Nevis obtain its United Nations membership?,09/23/1983,date
2174,what was the date when Saint Kitts and Nevis acquired membership in the United Nations?,09/23/1983,date
2175,At what date did Saint Lucia attain membership in the United Nations?,09/18/1979,date
2176,When was Saint Lucia admitted to the United Nations?,09/18/1979,date
2177,At what date did Saint Lucia gain entry into the United Nations?,09/18/1979,date
2178,When did Saint Lucia become a member state of the United Nations?,09/18/1979,date
2179,give me Saint Lucia’s date of admission (dd/mm/yyyy format) into the UN,09/18/1979,date
2180,When was Saint Lucia granted UN membership?,09/18/1979,date
2181,At what date did Saint Lucia secure its place in the United Nations?,09/18/1979,date
2182,When did Saint Lucia achieve membership status within the United Nations?,09/18/1979,date
2183,At what specific date did Saint Lucia enter the United Nations?,09/18/1979,date
2184,When did Saint Lucia become part of the United Nations?,09/18/1979,date
2185,At what date did Saint Lucia receive membership in the United Nations?,09/18/1979,date
2186,When was Saint Lucia accepted as a member of the United Nations?,09/18/1979,date
2187,give me the date when Saint Lucia became a member of the UN,09/18/1979,date
2188,When did Saint Lucia obtain its United Nations membership?,09/18/1979,date
2189,what was the date when Saint Lucia acquired membership in the United Nations?,09/18/1979,date
2190,At what date did Saint Vincent and the Grenadines attain membership in the United Nations?,09/16/1980,date
2191,When was Saint Vincent and the Grenadines admitted to the United Nations?,09/16/1980,date
2192,At what date did Saint Vincent and the Grenadines gain entry into the United Nations?,09/16/1980,date
2193,When did Saint Vincent and the Grenadines become a member state of the United Nations?,09/16/1980,date
2194,give me Saint Vincent and the Grenadines’s date of admission (dd/mm/yyyy format) into the UN,09/16/1980,date
2195,When was Saint Vincent and the Grenadines granted UN membership?,09/16/1980,date
2196,At what date did Saint Vincent and the Grenadines secure its place in the United Nations?,09/16/1980,date
2197,When did Saint Vincent and the Grenadines achieve membership status within the United Nations?,09/16/1980,date
2198,At what specific date did Saint Vincent and the Grenadines enter the United Nations?,09/16/1980,date
2199,When did Saint Vincent and the Grenadines become part of the United Nations?,09/16/1980,date
2200,At what date did Saint Vincent and the Grenadines receive membership in the United Nations?,09/16/1980,date
2201,When was Saint Vincent and the Grenadines accepted as a member of the United Nations?,09/16/1980,date
2202,give me the date when Saint Vincent and the Grenadines became a member of the UN,09/16/1980,date
2203,When did Saint Vincent and the Grenadines obtain its United Nations membership?,09/16/1980,date
2204,what was the date when Saint Vincent and the Grenadines acquired membership in the United Nations?,09/16/1980,date
2205,At what date did Samoa attain membership in the United Nations?,12/15/1976,date
2206,When was Samoa admitted to the United Nations?,12/15/1976,date
2207,At what date did Samoa gain entry into the United Nations?,12/15/1976,date
2208,When did Samoa become a member state of the United Nations?,12/15/1976,date
2209,give me Samoa’s date of admission (dd/mm/yyyy format) into the UN,12/15/1976,date
2210,When was Samoa granted UN membership?,12/15/1976,date
2211,At what date did Samoa secure its place in the United Nations?,12/15/1976,date
2212,When did Samoa achieve membership status within the United Nations?,12/15/1976,date
2213,At what specific date did Samoa enter the United Nations?,12/15/1976,date
2214,When did Samoa become part of the United Nations?,12/15/1976,date
2215,At what date did Samoa receive membership in the United Nations?,12/15/1976,date
2216,When was Samoa accepted as a member of the United Nations?,12/15/1976,date
2217,give me the date when Samoa became a member of the UN,12/15/1976,date
2218,When did Samoa obtain its United Nations membership?,12/15/1976,date
2219,what was the date when Samoa acquired membership in the United Nations?,12/15/1976,date
2220,At what date did San Marino attain membership in the United Nations?,03/02/1992,date
2221,When was San Marino admitted to the United Nations?,03/02/1992,date
2222,At what date did San Marino gain entry into the United Nations?,03/02/1992,date
2223,When did San Marino become a member state of the United Nations?,03/02/1992,date
2224,give me San Marino’s date of admission (dd/mm/yyyy format) into the UN,03/02/1992,date
2225,When was San Marino granted UN membership?,03/02/1992,date
2226,At what date did San Marino secure its place in the United Nations?,03/02/1992,date
2227,When did San Marino achieve membership status within the United Nations?,03/02/1992,date
2228,At what specific date did San Marino enter the United Nations?,03/02/1992,date
2229,When did San Marino become part of the United Nations?,03/02/1992,date
2230,At what date did San Marino receive membership in the United Nations?,03/02/1992,date
2231,When was San Marino accepted as a member of the United Nations?,03/02/1992,date
