Unnamed: 0,questions,answer,type
915,What was the population count of Northern Territory's 30-34  age group in 2011?,"16,829",numeric
916,How many individuals aged 30-34  were there in Northern Territory in 2011?,"16,829",numeric
917,What was Northern Territory's population figure for the 30-34  age bracket in 2011?,"16,829",numeric
918,"In 2011, what was the number of people aged 30-34  residing in Northern Territory?","16,829",numeric
919,What was the demographic size of Northern Territory's 30-34  age category in 2011?,"16,829",numeric
920,How many residents aged 30-34  were recorded in Northern Territory in 2011?,"16,829",numeric
921,What was the population tally for Northern Territory's 30-34  age group in 2011?,"16,829",numeric
922,How many individuals aged 30-34  were living in Northern Territory in 2011?,"16,829",numeric
923,What was the count of Northern Territory's 30-34  age range population in 2011?,"16,829",numeric
924,What was the population size of Northern Territory's 30-34  age group in 2011?,"16,829",numeric
925,What was the population census result for Northern Territory's 30-34  age cohort in 2011?,"16,829",numeric
926,How many people in the age group 30-34  were accounted for in Northern Territory's 2011 census?,"16,829",numeric
927,What was the population total for Northern Territory's 30-34  age demographic in 2011?,"16,829",numeric
928,"In 2011, what was the population of Northern Territory of the age group 30-34  years?","16,829",numeric
929,population of Northern Territory in 2011 between 30-34  age group,"16,829",numeric
930,What was the population count of Australian Capital Territory's 30-34  age group in 2011?,"26,960",numeric
931,How many individuals aged 30-34  were there in Australian Capital Territory in 2011?,"26,960",numeric
932,What was Australian Capital Territory's population figure for the 30-34  age bracket in 2011?,"26,960",numeric
933,"In 2011, what was the number of people aged 30-34  residing in Australian Capital Territory?","26,960",numeric
934,What was the demographic size of Australian Capital Territory's 30-34  age category in 2011?,"26,960",numeric
935,How many residents aged 30-34  were recorded in Australian Capital Territory in 2011?,"26,960",numeric
936,What was the population tally for Australian Capital Territory's 30-34  age group in 2011?,"26,960",numeric
937,How many individuals aged 30-34  were living in Australian Capital Territory in 2011?,"26,960",numeric
938,What was the count of Australian Capital Territory's 30-34  age range population in 2011?,"26,960",numeric
939,What was the population size of Australian Capital Territory's 30-34  age group in 2011?,"26,960",numeric
940,What was the population census result for Australian Capital Territory's 30-34  age cohort in 2011?,"26,960",numeric
941,How many people in the age group 30-34  were accounted for in Australian Capital Territory's 2011 census?,"26,960",numeric
942,What was the population total for Australian Capital Territory's 30-34  age demographic in 2011?,"26,960",numeric
943,"In 2011, what was the population of Australian Capital Territory of the age group 30-34  years?","26,960",numeric
944,population of Australian Capital Territory in 2011 between 30-34  age group,"26,960",numeric
945,What was the population count of Australia's 35-39  age group in 2011?,"1,542,879",numeric
946,How many individuals aged 35-39  were there in Australia in 2011?,"1,542,879",numeric
947,What was Australia's population figure for the 35-39  age bracket in 2011?,"1,542,879",numeric
948,"In 2011, what was the number of people aged 35-39  residing in Australia?","1,542,879",numeric
949,What was the demographic size of Australia's 35-39  age category in 2011?,"1,542,879",numeric
950,How many residents aged 35-39  were recorded in Australia in 2011?,"1,542,879",numeric
951,What was the population tally for Australia's 35-39  age group in 2011?,"1,542,879",numeric
952,How many individuals aged 35-39  were living in Australia in 2011?,"1,542,879",numeric
953,What was the count of Australia's 35-39  age range population in 2011?,"1,542,879",numeric
954,What was the population size of Australia's 35-39  age group in 2011?,"1,542,879",numeric
955,What was the population census result for Australia's 35-39  age cohort in 2011?,"1,542,879",numeric
956,How many people in the age group 35-39  were accounted for in Australia's 2011 census?,"1,542,879",numeric
957,What was the population total for Australia's 35-39  age demographic in 2011?,"1,542,879",numeric
958,"In 2011, what was the population of Australia of the age group 35-39  years?","1,542,879",numeric
959,population of Australia in 2011 between 35-39  age group,"1,542,879",numeric
960,What was the population count of New South Wales's 35-39  age group in 2011?,"483,502",numeric
961,How many individuals aged 35-39  were there in New South Wales in 2011?,"483,502",numeric
962,What was New South Wales's population figure for the 35-39  age bracket in 2011?,"483,502",numeric
963,"In 2011, what was the number of people aged 35-39  residing in New South Wales?","483,502",numeric
964,What was the demographic size of New South Wales's 35-39  age category in 2011?,"483,502",numeric
965,How many residents aged 35-39  were recorded in New South Wales in 2011?,"483,502",numeric
966,What was the population tally for New South Wales's 35-39  age group in 2011?,"483,502",numeric
967,How many individuals aged 35-39  were living in New South Wales in 2011?,"483,502",numeric
968,What was the count of New South Wales's 35-39  age range population in 2011?,"483,502",numeric
969,What was the population size of New South Wales's 35-39  age group in 2011?,"483,502",numeric
970,What was the population census result for New South Wales's 35-39  age cohort in 2011?,"483,502",numeric
971,How many people in the age group 35-39  were accounted for in New South Wales's 2011 census?,"483,502",numeric
972,What was the population total for New South Wales's 35-39  age demographic in 2011?,"483,502",numeric
973,"In 2011, what was the population of New South Wales of the age group 35-39  years?","483,502",numeric
974,population of New South Wales in 2011 between 35-39  age group,"483,502",numeric
975,What was the population count of Victoria's 35-39  age group in 2011?,"391,197",numeric
976,How many individuals aged 35-39  were there in Victoria in 2011?,"391,197",numeric
977,What was Victoria's population figure for the 35-39  age bracket in 2011?,"391,197",numeric
978,"In 2011, what was the number of people aged 35-39  residing in Victoria?","391,197",numeric
979,What was the demographic size of Victoria's 35-39  age category in 2011?,"391,197",numeric
980,How many residents aged 35-39  were recorded in Victoria in 2011?,"391,197",numeric
981,What was the population tally for Victoria's 35-39  age group in 2011?,"391,197",numeric
982,How many individuals aged 35-39  were living in Victoria in 2011?,"391,197",numeric
983,What was the count of Victoria's 35-39  age range population in 2011?,"391,197",numeric
984,What was the population size of Victoria's 35-39  age group in 2011?,"391,197",numeric
985,What was the population census result for Victoria's 35-39  age cohort in 2011?,"391,197",numeric
986,How many people in the age group 35-39  were accounted for in Victoria's 2011 census?,"391,197",numeric
987,What was the population total for Victoria's 35-39  age demographic in 2011?,"391,197",numeric
988,"In 2011, what was the population of Victoria of the age group 35-39  years?","391,197",numeric
989,population of Victoria in 2011 between 35-39  age group,"391,197",numeric
990,What was the population count of Queensland's 35-39  age group in 2011?,"312,567",numeric
